data_document_id,data_document_filename,prod_name,doc_date,rev_num,raw_category,raw_cas,raw_chem_name,report_funcuse,raw_min_comp,raw_max_comp,unit_type,ingredient_rank,raw_central_comp,component
1496801,723.pdf,723 synshield ultra performance 5w-30,01/15/2017,2,heavy duty diesel engine oil.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,20 , 31,3,2,,
1496801,723.pdf,723 synshield ultra performance 5w-30,01/15/2017,2,heavy duty diesel engine oil.,68649-42-3,"phosphorodithioic acid, o,o-di-c1-14-alkyl esters, zinc salts",,1 , <2.5,3,3,,
1496802,738.pdf,738 citrol x,11/15/2014,1,citrus based water soluble degreaser and cleaner.,94266-47-4,"citrus, ext.",,10 , 30,3,1,,
1496802,738.pdf,738 citrol x,11/15/2014,1,citrus based water soluble degreaser and cleaner.,111-76-2,2-butoxyethanol,,5 , 10,3,2,,
1496802,738.pdf,738 citrol x,11/15/2014,1,citrus based water soluble degreaser and cleaner.,68603-42-9,"amides, coco, n,n-bis(hydroxyethyl)",,5 , 10,3,3,,
1496802,738.pdf,738 citrol x,11/15/2014,1,citrus based water soluble degreaser and cleaner.,9016-45-9,"nonylphenol, ethoxylated",,1,5,3,4,,
1496802,738.pdf,738 citrol x,11/15/2014,1,citrus based water soluble degreaser and cleaner.,111-42-2,diethanolamine,,1,5,3,5,,
1496802,738.pdf,738 citrol x,11/15/2014,1,citrus based water soluble degreaser and cleaner.,1643-20-5,dodecyldimethylamine oxide,,0.1 , 1,3,6,,
1496803,739.pdf,739 citrol ii,11/15/2014,1,citrus based degreaser.,94266-47-4,"citrus, ext.",,60 , 100,3,1,,
1496804,740.pdf,740 synthetic lube ep 80w-140,03/29/2016,1,extreme pressure gear lube.,,base oil(s)(*),,60,100,3,1,,
1496804,740.pdf,740 synthetic lube ep 80w-140,03/29/2016,1,extreme pressure gear lube.,90-30-2,"1-naphthalenamine, n-phenyl-",,0.3 , 1.0,3,2,,
1496806,743.pdf,743 schaefferseal tire sealant,04/15/2016,1,tire sealant.,107-21-1,ethanediol,,25 , 50,3,1,,
1496807,744.pdf,744 synthetic lube sae 40,11/20/2017,1,heavy duty synthetic lubricant for heavy duty manual transmissions that require the use of a non-extreme pressure lubricant.,80939-62-4,"amines, c11-14-branched alkyl, monohexyl and dihexyl phosphates",,3 , 5,3,1,,
1496807,744.pdf,744 synthetic lube sae 40,11/20/2017,1,heavy duty synthetic lubricant for heavy duty manual transmissions that require the use of a non-extreme pressure lubricant.,90-30-2,n-1-naphthylaniline,,1 , 3,3,2,,
1496809,8007.pdf,8007 advanced european performance full saps 5w-30,06/15/2015,1,engine oil for gasoline and light duty diesel powered vehicles.,,base oil(s)(*),,60 , 100,3,1,,
1496809,8007.pdf,8007 advanced european performance full saps 5w-30,06/15/2015,1,engine oil for gasoline and light duty diesel powered vehicles.,68649-42-3,zinc alkyldithiophosphate,,1,5,3,2,,
1496809,8007.pdf,8007 advanced european performance full saps 5w-30,06/15/2015,1,engine oil for gasoline and light duty diesel powered vehicles.,104-43-8,p-dodecylphenol,,0.1 , 1,3,3,,
1496810,8008.pdf,8008 advanced european performance mid saps 5w-30,12/15/2015,1,gasoline and diesel engine oil.,,base oil(s)(*),,60 , 100,3,1,,
1496810,8008.pdf,8008 advanced european performance mid saps 5w-30,12/15/2015,1,gasoline and diesel engine oil.,68649-42-3,zinc alkyldithiophosphate,,1 , <1.2,3,2,,
1496810,8008.pdf,8008 advanced european performance mid saps 5w-30,12/15/2015,1,gasoline and diesel engine oil.,104-43-8,p-dodecylphenol,,0.1 , <0.12,3,3,,
1496811,8012.pdf,8012 advanced european performance heavy duty diesel engine oil 5w-30,12/15/2015,1,synthetic european diesel engine oil.,,base oil(s)(*),,60 , 100,3,1,,
1496811,8012.pdf,8012 advanced european performance heavy duty diesel engine oil 5w-30,12/15/2015,1,synthetic european diesel engine oil.,121158-58-5,"phenol, dodecyl-, branched",,0.3 , <1,3,2,,
1496812,9000.pdf,9000 supreme 9000 full synthetic 5w-40,01/15/2017,2,heavy duty diesel engine oil.,,base oil(s)(*),,30 , 60,3,1,,
1496812,9000.pdf,9000 supreme 9000 full synthetic 5w-40,01/15/2017,2,heavy duty diesel engine oil.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 21,3,2,,
1496812,9000.pdf,9000 supreme 9000 full synthetic 5w-40,01/15/2017,2,heavy duty diesel engine oil.,68649-42-3,"phosphorodithioic acid, o,o-di-c1-14-alkyl esters, zinc salts",,1 , <2.5,3,3,,
1496813,9001.pdf,9001 supreme 9000 full synthetic racing oil 5w-50,10/15/2014,1,engine oil for gasoline powered and light duty-diesel powered vehicles.,,base oil(s)(*),,10 , 30,3,1,,
1496814,9003D.pdf,9003d supreme 9000 full synthetic 5w-30,10/15/2018,2,engine oil for gasoline powered vehicles.,,base oil(s) (*),,60 , 80,3,1,,
1496814,9003D.pdf,9003d supreme 9000 full synthetic 5w-30,10/15/2018,2,engine oil for gasoline powered vehicles.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 30,3,2,,
1496815,9004.pdf,9003d supreme 9000 full synthetic 5w-30,10/15/2018,2,engine oil for gasoline powered vehicles.,,base oil(s) (*),,60 , 80,3,1,,
1496815,9004.pdf,9003d supreme 9000 full synthetic 5w-30,10/15/2018,2,engine oil for gasoline powered vehicles.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 30,3,2,,
1496816,9005.pdf,9003d supreme 9000 full synthetic 5w-30,10/15/2018,2,engine oil for gasoline powered vehicles.,,base oil(s) (*),,60 , 80,3,1,,
1496816,9005.pdf,9003d supreme 9000 full synthetic 5w-30,10/15/2018,2,engine oil for gasoline powered vehicles.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 30,3,2,,
1496817,9006.pdf,9006 supreme 9000 full synthetic racing oil 2-cycle,12/15/2014,1,"air or water cooled, two cycle engine oi.",64742-54-7,"distillates (petroleum), hydrotreated heavy paraffinic",,30 , 60,3,1,,
1496817,9006.pdf,9006 supreme 9000 full synthetic racing oil 2-cycle,12/15/2014,1,"air or water cooled, two cycle engine oi.",64742-88-7,"solvent naphtha (petroleum), medium aliph.",,10 , 30,3,2,,
1496817,9006.pdf,9006 supreme 9000 full synthetic racing oil 2-cycle,12/15/2014,1,"air or water cooled, two cycle engine oi.",64742-62-7,"residual oils (petroleum), solvent-dewaxed",,5 , 10,3,3,,
1496817,9006.pdf,9006 supreme 9000 full synthetic racing oil 2-cycle,12/15/2014,1,"air or water cooled, two cycle engine oi.",68784-17-8,"isooctadecanoic acid, reaction products with tetraethylenepentamine",,1,5,3,4,,
1496817,9006.pdf,9006 supreme 9000 full synthetic racing oil 2-cycle,12/15/2014,1,"air or water cooled, two cycle engine oi.",122-39-4,diphenylamine,,0.1 , 1,3,5,,
1496818,9012.pdf,9012 supreme 9000 full synthetic diesel 10w-30,02/15/2016,1,synthetic heavy duty diesel engine oil.,,base oil(s)(*),,90 , 100,3,1,,
1496818,9012.pdf,9012 supreme 9000 full synthetic diesel 10w-30,02/15/2016,1,synthetic heavy duty diesel engine oil.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , 25,3,2,,
1496818,9012.pdf,9012 supreme 9000 full synthetic diesel 10w-30,02/15/2016,1,synthetic heavy duty diesel engine oil.,84605-29-8,"phosphorodithioic acid, mixed o,o-bis(1,3-dimethylbutyl and iso-pr) esters, zinc salts",,1 , 3,3,3,,
1496818,9012.pdf,9012 supreme 9000 full synthetic diesel 10w-30,02/15/2016,1,synthetic heavy duty diesel engine oil.,94270-86-7,"1h-benzotriazole-1-methanamine, n,n-bis(2-ethylhexyl)-ar-methyl-",,,,3,4,0.3,
1496818,9012.pdf,9012 supreme 9000 full synthetic diesel 10w-30,02/15/2016,1,synthetic heavy duty diesel engine oil.,121158-58-5,"phenol, dodecyl-, branched",,,,3,5,0.3,
1496819,9040.pdf,9040 supreme 9000tm full synthetic engine oil 0w-40,4/18/2019,1,engine oil for gasoline powered vehicles.,68037-01-4,"1-decene, homopolymer, hydrogenated",,60,110,3,1,,
1496819,9040.pdf,9040 supreme 9000tm full synthetic engine oil 0w-40,4/18/2019,1,engine oil for gasoline powered vehicles.,84605-29-08,zinc alkyldithiophosphate,,0.5,5.0,3,2,,
